mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	e.i	0	-3.0165	/		e	i		i		i							m	1	1	4, 1, 5		4	4	3	23	0.11538461538461539	0.375	10.125	0.03571428571428571
3	3	1/2	1/2	4/4	3	1	iv7					e	i		iv7		iv		7					mm7	1	1	3, 0, 4, 1		3	3	0	6	0.0	0.0	2.5	0.0
4	4	0	0	4/4	3	1	V					e	i		V		V							M	1	1	5, 9, 6		5	5	0	6	0.0	0.0	2.5	0.0
4	4	1/2	1/2	4/4	3	1	i\\					e	i		i		i						\\	m	1	1	4, 1, 5		4	4	1	10	0.09090909090909091	0.125	4.375	0.027777777777777776
5	5	1/2	1/2	4/4	3	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	1.0	0.0
6	6	0	0	4/4	3	1	iv					e	i		iv		iv							m	1	1	3, 0, 4		3	3	2	3	0.4	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	4/4	3	1	i64				V(64)	e	i		i64		i		64					m	1	1	5, 4, 1		4	5	0	6	0.0	0.0	2.5	0.0
7	7	0	0	4/4	3	1	VI					e	i		VI		VI							M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	2.5	0.0
7	7	1/2	1/2	4/4	3	1	VI.IV					e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	2.5	0.0
8	8	0	0	4/4	3	1	V					e	VI		V		V							M	1	0	1, 5, 2		1	1	0	6	0.0	0.0	2.5	0.0
8	8	1/2	1/2	4/4	3	1	I\\					e	VI		I		I						\\	M	1	0	0, 4, 1		0	0	1	12	0.07692307692307693	0.125	5.375	0.022727272727272728
9	9	1/2	1/2	4/4	3	1	I6					e	VI		I6		I		6					M	1	0	4, 1, 0		0	4	0	5	0.0	0.0	2.0	0.0
10	10	0	0	4/4	3	1	IV					e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	2.5	0.0
10	10	1/2	1/2	4/4	3	1	ii7					e	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2	0	6	0.0	0.0	2.5	0.0
11	11	0	0	4/4	3	1	I6(+6)					e	VI		I6(+6)		I		6	+6				M	1	0	4, 1, 0	3	0	4	1	5	0.16666666666666666	0.125	3.375	0.03571428571428571
11	11	1/2	1/2	4/4	3	1	ii65					e	VI		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1	0	4	0.0	0.0	1.5	0.0
12	12	0	0	4/4	3	1	V(+4)					e	VI		V(+4)		V			+4				M	1	0	1, 5, 2	0	1	1	0	6	0.0	0.0	2.5	0.0
12	12	1/2	1/2	4/4	3	1	IM65					e	VI		IM65		I	M	65					MM7	1	0	4, 1, 5, 0		0	4	0	6	0.0	0.0	2.5	0.0
13	13	0	0	4/4	3	1	IV(+4)					e	VI		IV(+4)		IV			+4				M	1	0	-1, 3, 0	5	-1	-1	1	5	0.16666666666666666	0.125	3.375	0.03571428571428571
13	13	1/2	1/2	4/4	3	1	IM43					e	VI		IM43		I	M	43					MM7	1	0	1, 5, 0, 4		0	1	0	4	0.0	0.0	1.5	0.0
14	14	0	0	4/4	3	1	iv.i					e	iv		i		i							m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	2.5	0.0
14	14	1/2	1/2	4/4	3	1	iv7(9)					e	iv		iv7(9)		iv		7	9				mm7	1	1	2, -1, 3, 0	4	2	2	0	7	0.0	0.0	3.0	0.0
15	15	0	0	4/4	3	1	iio6					e	iv		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	0	7	0.0	0.0	3.0	0.0
15	15	1/2	1/2	4/4	3	1	Ger6					e	iv		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-1, 3, 0, 9		9	-1	0	7	0.0	0.0	3.0	0.0
16	16	0	0	4/4	3	1	#viio2					e	iv		#viio2		#vii	o	2					o7	1	1	-1, 8, 5, 2		8	-1	0	6	0.0	0.0	3.5	0.0
16	16	1/2	1/2	4/4	3	1	V(6)					e	iv		V(6)		V			6				M	1	1	4, 8, 0		4	4	0	4	0.0	0.0	2.0	0.0
16	16	3/4	3/4	4/4	3	1	V(64)					e	iv		V(64)		V			64				M	1	1	4, 3, 0		4	4	0	2	0.0	0.0	0.5	0.0
17	17	0	0	4/4	3	1	V(4)					e	iv		V(4)		V			4				M	1	1	4, 3, 5		4	4	0	6	0.0	0.0	4.5	0.0
17	17	1/2	1/2	4/4	3	1	i[V(4)					e	iv	i	V(4)		V			4				M	1	1	4, 3, 5		4	4	0	2	0.0	0.0	1.0	0.0
17	17	3/4	3/4	4/4	3	1	V]\\					e	iv	i	V		V						\\	M	1	1	4, 8, 5		4	4	2	9	0.18181818181818182	0.75	4.25	0.15
18	18	1/2	1/2	4/4	3	1	i6					e	iv		i6		i		6					m	1	1	0, 4, 3		3	0	0	3	0.0	0.0	1.5	0.0
19	19	0	0	4/4	3	1	i64					e	iv		i64		i		64					m	1	1	4, 3, 0		3	4	1	4	0.2	0.125	2.375	0.05
19	19	1/2	1/2	4/4	3	1	i					e	iv		i		i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	1.5	0.0
20	20	0	0	4/4	3	1	VI					e	iv		VI		VI							M	1	1	-1, 3, 0		-1	-1	1	4	0.2	0.125	1.875	0.0625
20	20	1/2	1/2	4/4	3	1	iv7					e	iv		iv7		iv		7					mm7	1	1	2, -1, 3, 0		2	2	0	4	0.0	0.0	2.0	0.0
21	21	0	0	4/4	3	1	V					e	iv		V		V							M	1	1	4, 8, 5		4	4	0	4	0.0	0.0	2.0	0.0
21	21	1/2	1/2	4/4	3	1	i\\					e	iv		i		i						\\	m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	2.0	0.0
22	22	0	0	4/4	3	1	i.i					e	i		i		i							m	1	1	4, 1, 5		4	4	3	23	0.11538461538461539	0.375	10.125	0.03571428571428571
24	24	1/2	1/2	4/4	3	1	iv7					e	i		iv7		iv		7					mm7	1	1	3, 0, 4, 1		3	3	0	6	0.0	0.0	2.5	0.0
25	25	0	0	4/4	3	1	V					e	i		V		V							M	1	1	5, 9, 6		5	5	0	6	0.0	0.0	2.5	0.0
25	25	1/2	1/2	4/4	3	1	i\\					e	i		i		i						\\	m	1	1	4, 1, 5		4	4	1	10	0.09090909090909091	0.125	4.375	0.027777777777777776
26	26	1/2	1/2	4/4	3	1	i6					e	i		i6		i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	1.0	0.0
27	27	0	0	4/4	3	1	iv					e	i		iv		iv							m	1	1	3, 0, 4		3	3	2	3	0.4	0.25	1.25	0.16666666666666666
27	27	1/2	1/2	4/4	3	1	i64				V(64)	e	i		i64		i		64					m	1	1	5, 4, 1		4	5	0	6	0.0	0.0	2.5	0.0
28	28	0	0	4/4	3	1	VI					e	i		VI		VI							M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	2.5	0.0
28	28	1/2	1/2	4/4	3	1	VI.IV					e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	2.5	0.0
29	29	0	0	4/4	3	1	V					e	VI		V		V							M	1	0	1, 5, 2		1	1	0	6	0.0	0.0	2.5	0.0
29	29	1/2	1/2	4/4	3	1	I\\					e	VI		I		I						\\	M	1	0	0, 4, 1		0	0	1	12	0.07692307692307693	0.125	5.25	0.023255813953488372
30	30	1/2	1/2	4/4	3	1	I6					e	VI		I6		I		6					M	1	0	4, 1, 0		0	4	0	5	0.0	0.0	2.0	0.0
31	31	0	0	4/4	3	1	IV					e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	2.5	0.0
31	31	1/2	1/2	4/4	3	1	ii7					e	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2	0	6	0.0	0.0	2.5	0.0
32	32	0	0	4/4	3	1	I6(+6)					e	VI		I6(+6)		I		6	+6				M	1	0	4, 1, 0	3	0	4	1	5	0.16666666666666666	0.125	3.375	0.03571428571428571
32	32	1/2	1/2	4/4	3	1	ii65					e	VI		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1	0	4	0.0	0.0	1.5	0.0
33	33	0	0	4/4	3	1	V(+4)					e	VI		V(+4)		V			+4				M	1	0	1, 5, 2	0	1	1	0	6	0.0	0.0	2.5	0.0
33	33	1/2	1/2	4/4	3	1	IM65					e	VI		IM65		I	M	65					MM7	1	0	4, 1, 5, 0		0	4	0	6	0.0	0.0	2.5	0.0
34	34	0	0	4/4	3	1	IV(+4)					e	VI		IV(+4)		IV			+4				M	1	0	-1, 3, 0	5	-1	-1	1	5	0.16666666666666666	0.125	3.375	0.03571428571428571
34	34	1/2	1/2	4/4	3	1	IM43					e	VI		IM43		I	M	43					MM7	1	0	1, 5, 0, 4		0	1	0	4	0.0	0.0	1.5	0.0
35	35	0	0	4/4	3	1	iv.i					e	iv		i		i							m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	2.5	0.0
35	35	1/2	1/2	4/4	3	1	iv7(9)					e	iv		iv7(9)		iv		7	9				mm7	1	1	2, -1, 3, 0	4	2	2	0	7	0.0	0.0	3.0	0.0
36	36	0	0	4/4	3	1	iio6					e	iv		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	0	7	0.0	0.0	3.0	0.0
36	36	1/2	1/2	4/4	3	1	Ger6	0.407051	-4.53526	/		e	iv		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-1, 3, 0, 9		9	-1	0	7	0.0	0.0	3.0	0.0
37	37	0	0	4/4	3	1	#viio2					e	iv		#viio2		#vii	o	2					o7	1	1	-1, 8, 5, 2		8	-1	0	6	0.0	0.0	3.5	0.0
37	37	1/2	1/2	4/4	3	1	V(6)					e	iv		V(6)		V			6				M	1	1	4, 8, 0		4	4	0	4	0.0	0.0	2.0	0.0
37	37	3/4	3/4	4/4	3	1	V(64)					e	iv		V(64)		V			64				M	1	1	4, 3, 0		4	4	0	2	0.0	0.0	0.5	0.0
38	38	0	0	4/4	3	1	V(4)					e	iv		V(4)		V			4				M	1	1	4, 3, 5		4	4	0	6	0.0	0.0	4.0	0.0
38	38	1/2	1/2	4/4	3	1	V\\					e	iv		V		V						\\	M	1	1	4, 8, 5		4	4	2	10	0.16666666666666666	0.5	7.0	0.06666666666666667
